CARDHLDR,DEFAULT,AADLINC,BANKSAV,BANKCH,BANKBOTH,AGE,ACADMOS,ACBINQ,CREDMAJR,CREDDEPT,CREDGAS,ACURTRD,ADEPCNT,AEMPMOS,PROF,UNEMP,MGT,MILITARY,CLERICAL,SALES,OTHERJOB,MAJORDRG,MINORDRG,OWNRENT,APADMOS,AMAMIND,INCOME,SELFEMPL,TRADACCT,INCPER,EXP_INC,EXPRATIO,CPTOPNB,CPTOPNG,CPT30C,CPTF30,CPTAVRV,CBURDEN,BUYPOWER,PCTCOLL,MEDAGE,MEDINC,PCTOWN,PCTBLACK,PCTSPAN,GROWTH,PCTEMPL,APPAREL,AUTO,BUILDMTL,DEPTSTOR,DRUGSTOR,EATDRINK,FURN,GAS 
1,1,0,0,0,1,23.5833340,38,1,1,0,0,6,1,30,0,0,0,0,1,0,0,0,0,0,60,0,24000,0,7,12000,.2086987,.4671265,4,2,0,0,7,79.9000015,.0122000,15.6000004,23.3999996,12726,1.7000000,7.4000001,5.9000001,41.2999992,92.4000015,1.2000000,1.9000000,.3000000,0,.3000000,12.3999996,2.2000000,1 
1,0,0,0,0,1,34,24,0,0,1,0,1,0,37,0,0,1,0,0,0,0,0,0,0,36,0,35000,0,1,35000,.0941657,.8790194,1,0,0,0,2,40.7999992,.0122000,15.6000004,23.3999996,12726,1.7000000,7.4000001,5.9000001,41.2999992,92.4000015,1.2000000,1.9000000,.3000000,0,.3000000,12.3999996,2.2000000,1 
1,0,0,0,0,1,32.6666679,24,0,1,0,0,7,0,8,0,0,0,0,0,0,1,1,1,0,24,0,29640,0,4,29640,.0627159,.8242395,3,3,0,0,1,22,.0122000,15.6000004,23.3999996,12726,1.7000000,7.4000001,5.9000001,41.2999992,92.4000015,1.2000000,1.9000000,.3000000,0,.3000000,12.3999996,2.2000000,1 
1,0,0,0,0,1,26.6666660,6,1,1,0,0,1,1,6,0,0,1,0,0,0,0,0,0,0,30,0,20000,0,1,10000,.0314500,.1669759,1,0,0,0,2,20.6000004,.0073000,10.1000004,30.2000008,28724,64.5000000,3.9000001,1,15.6999998,15.6999998,2,1,1,0,1,6.0999999,1.7000000,3 
0,0,0,0,0,1,31.1666660,50,0,1,0,0,10,2,87,0,0,0,0,0,0,1,2,0,0,24,0,42000,0,10,14000,.0002857,1,9,3,0,0,5,79.6999969,.0073000,10.1000004,30.2000008,28724,64.5000000,3.9000001,1,15.6999998,15.6999998,2,1,1,0,1,6.0999999,1.7000000,3 
1,0,37000,0,0,1,47.2500000,36,0,1,0,0,15,0,24,0,0,0,0,0,0,1,0,0,1,168,0,26832,0,17,63832,.0212635,.7650065,8,4,0,1,4,23.2999992,.0073000,10.1000004,30.2000008,28724,64.5000000,3.9000001,1,15.6999998,15.6999998,2,1,1,0,1,6.0999999,1.7000000,3 
1,0,0,0,0,1,29,38,0,1,0,0,4,0,72,0,0,0,0,0,0,1,0,0,0,36,0,17500,1,4,17500,.2358989,2.4837384,3,2,0,0,1,3.9000001,.0073000,10.1000004,30.2000008,28724,64.5000000,3.9000001,1,15.6999998,15.6999998,2,1,1,0,1,6.0999999,1.7000000,3 
1,0,0,0,0,1,40.2500000,80,2,0,1,0,13,0,49,0,0,0,0,0,0,1,0,0,1,36,0,20000,0,13,20000,.2522295,.3373780,8,4,0,1,11,47.4000015,.0030000,4.9000001,28.7000008,24001,89.5999985,4,1.1000000,119,6.8000002,0,1,1.9000000,0,1.9000000,7.6999998,1,1 
1,0,0,0,0,1,39.1666679,39,0,1,0,0,9,3,48,0,0,1,0,0,0,0,0,0,1,120,1,99999,1,11,24999.7500000,.0004400,.1578947,6,5,0,0,5,25.1000004,.0035000,36.9000015,34,47637,89,1.8000000,.4000000,-3.0999999,19.2999992,1.4000000,1.4000000,1.8000000,0,1.8000000,2.8000000,.5000000,.5000000 
1,0,0,1,0,0,22.8333340,125,1,0,1,0,2,0,60,0,0,1,0,0,0,0,0,0,0,24,0,35000,0,3,35000,.0180649,1.3859246,1,1,0,0,17,100.0999985,.0034000,7.6999998,31.5000000,29211,81.1999969,1.2000000,1.2000000,5.0999999,22.5000000,0,4.5000000,1.1000000,0,1.1000000,6.1999998,1.1000000,2.2000000 
1,1,0,0,0,1,41.4166679,60,3,1,0,0,4,2,72,0,0,0,0,0,0,1,0,0,0,12,0,28800,0,4,9600,.0666052,.0143998,5,1,0,0,9,73.1999969,.0046000,6.1999998,32.5000000,29505,82.6999969,1.4000000,.7000000,2.5999999,25.3999996,.8000000,.4000000,.8000000,0,.8000000,5.4000001,.8000000,2.0999999 
0,0,0,0,0,1,38.1666679,98,0,1,0,0,7,3,48,0,0,0,0,0,0,1,4,0,1,84,0,60000,1,9,15000,.0002000,1,5,1,0,2,11,85,.0077000,7.5000000,32.2000008,23395,73.5999985,1.2000000,.8000000,8.1000004,32.2999992,1.1000000,1.8000000,1.6000000,0,1.6000000,7,2,2.7000000 
0,0,10000,0,1,0,39.4166679,60,1,1,0,0,6,3,12,0,0,0,0,0,0,1,5,1,1,24,0,50000,0,1,15000,.0002000,1,5,4,0,4,3,47.5000000,.0077000,7.5000000,32.2000008,23395,73.5999985,1.2000000,.8000000,8.1000004,32.2999992,1.1000000,1.8000000,1.6000000,0,1.6000000,7,2,2.7000000 
1,0,0,0,0,1,36.8333321,115,0,1,0,0,2,0,138,0,0,0,0,0,0,1,0,0,1,36,0,50000,1,4,50000,.0369456,.1849134,1,1,0,0,0,0,.0077000,7.5000000,32.2000008,23395,73.5999985,1.2000000,.8000000,8.1000004,32.2999992,1.1000000,1.8000000,1.6000000,0,1.6000000,7,2,2.7000000 
1,1,5760,0,0,1,35.5000000,93,1,1,0,0,6,2,58,0,0,0,0,0,0,1,0,0,1,24,0,30000,0,5,11920,.0037192,.8219178,2,0,0,0,2,100,.0077000,7.5000000,32.2000008,23395,73.5999985,1.2000000,.8000000,8.1000004,32.2999992,1.1000000,1.8000000,1.6000000,0,1.6000000,7,2,2.7000000 
1,0,0,0,0,1,31.8333340,14,1,1,0,0,9,4,56,0,0,0,0,0,0,1,1,0,1,36,0,38000,1,8,7600,.1563892,.8285508,3,0,0,1,6,89.6999969,.0077000,7.5000000,32.2000008,23395,73.5999985,1.2000000,.8000000,8.1000004,32.2999992,1.1000000,1.8000000,1.6000000,0,1.6000000,7,2,2.7000000 
1,0,5000,0,0,1,44,30,0,1,0,0,7,2,84,0,0,0,0,0,1,0,0,2,1,144,0,50000,0,4,18333.3339844,.0235484,1.6270995,6,4,0,0,7,58.2000008,.0020000,0,32.2000008,23400,0,1.4000000,1.4000000,30,21,1.6000000,.8000000,2.5000000,0,2.5000000,4.0999999,.8000000,.8000000 
1,0,0,0,0,1,24.7500000,12,7,1,0,0,9,0,26,0,0,0,0,0,0,1,0,0,0,24,0,20000,0,9,20000,.1300430,.8277301,5,0,0,0,1,27.7999992,.0062000,8.6000004,31.8999996,31636,70.9000015,.1000000,.5000000,6,23.1000004,.7000000,2.4000001,.7000000,.3000000,.7000000,9.8000002,2.8000000,2.8000000 
1,0,10000,0,0,1,27.0833340,24,0,1,0,0,10,2,36,0,0,0,0,0,0,1,2,0,0,24,0,40000,0,14,16666.6660156,.0602226,2.3382814,9,3,0,0,4,39.5999985,.0062000,8.6000004,31.8999996,31636,70.9000015,.1000000,.5000000,6,23.1000004,.7000000,2.4000001,.7000000,.3000000,.7000000,9.8000002,2.8000000,2.8000000 
1,0,0,0,0,1,26.0833340,51,0,1,0,0,3,0,48,0,0,0,0,0,0,1,0,0,0,240,0,28000,0,3,28000,.0257857,.0906344,11,4,0,0,14,53.4000015,.0065000,9.3000002,30.3999996,30143,89.5999985,.6000000,.6000000,13.8000002,24.6000004,3,1.3000000,1.3000000,.3000000,1.3000000,6.5999999,2.3000000,3.3000000 
1,0,0,0,0,1,41.1666679,121,0,1,0,0,5,0,132,1,0,0,0,0,0,0,0,0,1,41,1,39000,0,9,39000,.1134823,.8371980,5,5,0,1,2,10.3999996,.0065000,9.3000002,30.3999996,30143,89.5999985,.6000000,.6000000,13.8000002,24.6000004,3,1.3000000,1.3000000,.3000000,1.3000000,6.5999999,2.3000000,3.3000000 
1,0,4500,0,0,1,22.9166660,49,0,1,0,0,3,0,21,0,0,0,0,1,0,0,0,0,0,192,0,11800,0,3,16300,.2236742,.5084361,9,6,0,0,8,43.4000015,.0166000,10.1999998,32,28428,70.8000031,3.4000001,.9000000,8.8999996,36.0999985,2.7000000,1.6000000,1.1000000,.2000000,1.1000000,5.3000002,2.3000000,1.8000000 
0,0,0,0,1,0,44.8333321,48,3,1,0,0,1,0,62,0,0,0,0,0,0,1,1,0,1,48,0,26000,0,0,26000,.0004615,1,3,0,0,1,0,0,.0166000,10.1999998,32,28428,70.8000031,3.4000001,.9000000,8.8999996,36.0999985,2.7000000,1.6000000,1.1000000,.2000000,1.1000000,5.3000002,2.3000000,1.8000000 
1,0,3000,0,0,1,24.4166660,10,0,0,1,0,3,0,32,0,0,0,0,0,0,1,0,0,1,12,0,20000,0,2,23000,.0375713,2.3755469,2,1,0,0,0,0,.0166000,10.1999998,32,28428,70.8000031,3.4000001,.9000000,8.8999996,36.0999985,2.7000000,1.6000000,1.1000000,.2000000,1.1000000,5.3000002,2.3000000,1.8000000 
1,0,0,1,0,0,24.2500000,180,1,1,0,0,8,0,17,0,0,0,0,0,0,1,2,3,0,36,0,21500,0,5,21500,.0762893,.5314846,7,6,0,2,4,39.5999985,.0166000,10.1999998,32,28428,70.8000031,3.4000001,.9000000,8.8999996,36.0999985,2.7000000,1.6000000,1.1000000,.2000000,1.1000000,5.3000002,2.3000000,1.8000000 
1,0,35000,0,0,1,50.1666679,144,0,0,1,0,4,0,144,0,0,0,0,0,0,1,2,2,1,84,0,28000,0,6,63000,.0477994,1.0237634,0,0,0,0,9,65.9000015,.0166000,10.1999998,32,28428,70.8000031,3.4000001,.9000000,8.8999996,36.0999985,2.7000000,1.6000000,1.1000000,.2000000,1.1000000,5.3000002,2.3000000,1.8000000 
1,1,2000,0,0,1,33.3333321,24,0,0,1,0,9,2,1,0,0,1,0,0,0,0,1,0,1,18,0,22000,0,8,8000,.0201275,1.7922543,8,4,0,0,10,19.7000008,.0166000,10.1999998,32,28428,70.8000031,3.4000001,.9000000,8.8999996,36.0999985,2.7000000,1.6000000,1.1000000,.2000000,1.1000000,5.3000002,2.3000000,1.8000000 
1,0,20000,0,0,1,38.2500000,41,0,1,0,0,0,2,72,0,0,0,0,0,0,1,0,0,1,24,0,70140,0,0,30046.6660156,.0506820,.4852016,5,4,0,0,1,4.8000002,.0166000,10.1999998,32,28428,70.8000031,3.4000001,.9000000,8.8999996,36.0999985,2.7000000,1.6000000,1.1000000,.2000000,1.1000000,5.3000002,2.3000000,1.8000000 
1,0,0,0,0,1,43.7500000,128,0,1,0,0,10,3,37,0,0,0,0,0,0,1,0,0,1,408,0,34000,0,10,8500,.0003529,1,6,3,0,0,8,31.3999996,.0036000,11,34.9000015,27234,76.0999985,1.3000000,0,22.6000004,42.0999985,4,2,1.6000000,0,1.6000000,7.5999999,1.6000000,4 
1,0,0,0,0,1,20.5833340,30,0,0,1,0,6,0,8,0,0,0,0,0,0,1,0,0,0,24,0,18000,0,6,18000,.0481422,2.0620494,2,0,0,1,5,98.3000031,.0036000,11,34.9000015,27234,76.0999985,1.3000000,0,22.6000004,42.0999985,4,2,1.6000000,0,1.6000000,7.5999999,1.6000000,4 
1,0,9000,0,0,1,35.0833321,135,0,1,0,0,13,0,79,0,0,0,0,0,0,1,2,0,1,36,0,27000,1,9,36000,.0697181,2.3067851,0,0,0,0,1,97.0999985,.0068000,4.6999998,30.6000004,24650,68.9000015,.9000000,.4000000,10.3999996,45.2999992,2,1.8000000,1,.3000000,1,5.3000002,2.8000000,1.3000000 
1,0,0,0,0,1,27.8333340,12,1,1,0,0,11,1,36,0,0,0,0,0,0,1,0,0,1,24,0,35000,0,12,17500,.0150971,.2825243,3,1,0,0,0,0,.0049000,6.5999999,30.7000008,28185,74.5000000,.3000000,1,-10.6000004,23.2000008,1.5000000,1.9000000,1.1000000,0,1.1000000,8.5000000,1.9000000,2.2000000 
1,0,0,0,0,1,36.4166679,104,0,0,1,0,3,3,14,0,0,0,0,0,0,1,0,0,1,24,0,30000,0,3,7500,.1351957,1.7685119,3,3,0,0,5,26.8999996,.0049000,6.5999999,30.7000008,28185,74.5000000,.3000000,1,-10.6000004,23.2000008,1.5000000,1.9000000,1.1000000,0,1.1000000,8.5000000,1.9000000,2.2000000 
1,0,0,0,0,1,27,135,0,1,0,0,0,0,76,0,0,1,0,0,0,0,0,0,1,96,0,26750,0,0,26750,.0348202,1.3344361,1,0,0,3,0,0,.0049000,6.5999999,30.7000008,28185,74.5000000,.3000000,1,-10.6000004,23.2000008,1.5000000,1.9000000,1.1000000,0,1.1000000,8.5000000,1.9000000,2.2000000 
1,0,0,0,0,1,24.7500000,276,0,0,1,0,8,0,1,0,0,0,0,0,0,1,0,0,0,10,0,20000,0,10,20000,.0546690,.6031964,1,0,0,0,0,0,.0049000,6.5999999,30.7000008,28185,74.5000000,.3000000,1,-10.6000004,23.2000008,1.5000000,1.9000000,1.1000000,0,1.1000000,8.5000000,1.9000000,2.2000000 
0,0,0,0,0,1,41.7500000,20,0,1,0,0,7,1,16,0,0,0,0,0,0,1,1,1,0,156,0,45000,1,3,22500,.0002667,1,6,4,0,0,5,57.4000015,.0259000,6.6999998,33.2999992,22900,43.5000000,5.0999999,2,-11.1999998,53.2000008,5.0999999,1.8000000,.7000000,.3000000,.7000000,7.5999999,2.4000001,2.0999999 
0,0,1600,0,0,1,32.1666679,48,2,1,0,0,6,3,18,0,0,0,0,0,0,1,1,2,1,30,0,26500,0,5,7025,.0004270,1,2,0,2,1,3,49.0999985,.0259000,6.6999998,33.2999992,22900,43.5000000,5.0999999,2,-11.1999998,53.2000008,5.0999999,1.8000000,.7000000,.3000000,.7000000,7.5999999,2.4000001,2.0999999 
1,0,0,0,1,0,22.3333340,25,1,1,0,0,12,0,29,0,0,0,0,0,0,1,0,3,0,96,0,27500,0,8,27500,.3667251,2.3819385,4,1,0,0,7,64.5000000,.0259000,6.6999998,33.2999992,22900,43.5000000,5.0999999,2,-11.1999998,53.2000008,5.0999999,1.8000000,.7000000,.3000000,.7000000,7.5999999,2.4000001,2.0999999 
1,0,0,0,0,1,30.7500000,36,0,1,0,0,8,1,18,0,0,0,0,0,0,1,0,0,0,12,0,24000,0,10,12000,.0495558,14.8578682,2,1,0,0,7,90.5000000,.0259000,6.6999998,33.2999992,22900,43.5000000,5.0999999,2,-11.1999998,53.2000008,5.0999999,1.8000000,.7000000,.3000000,.7000000,7.5999999,2.4000001,2.0999999 
1,1,0,0,0,1,26.4166660,24,5,1,0,0,4,0,15,0,0,0,0,0,1,0,0,0,0,84,0,24000,0,3,24000,.1149463,.0108868,2,0,0,2,2,81.6999969,.0259000,6.6999998,33.2999992,22900,43.5000000,5.0999999,2,-11.1999998,53.2000008,5.0999999,1.8000000,.7000000,.3000000,.7000000,7.5999999,2.4000001,2.0999999 
1,0,0,0,1,0,23.3333340,18,2,1,0,0,7,0,18,0,0,0,0,0,0,1,0,0,0,264,0,25000,0,7,25000,.0216668,.5046389,1,0,0,0,0,0,.0259000,6.6999998,33.2999992,22900,43.5000000,5.0999999,2,-11.1999998,53.2000008,5.0999999,1.8000000,.7000000,.3000000,.7000000,7.5999999,2.4000001,2.0999999 
1,0,0,0,0,1,25.8333340,11,0,1,0,0,5,0,8,0,0,0,0,0,0,1,0,0,0,12,0,18200,0,4,18200,.0951962,.6012662,3,0,0,0,5,61.7000008,.0259000,6.6999998,33.2999992,22900,43.5000000,5.0999999,2,-11.1999998,53.2000008,5.0999999,1.8000000,.7000000,.3000000,.7000000,7.5999999,2.4000001,2.0999999 
1,0,0,0,0,1,43.7500000,137,0,0,0,1,12,0,29,0,0,0,0,1,0,0,0,2,1,24,1,21060,0,11,21060,.0307013,4.1725602,8,7,0,0,9,59.0999985,.0259000,6.6999998,33.2999992,22900,43.5000000,5.0999999,2,-11.1999998,53.2000008,5.0999999,1.8000000,.7000000,.3000000,.7000000,7.5999999,2.4000001,2.0999999 
1,0,7500,0,0,1,35.1666679,70,1,1,0,0,10,4,158,0,0,1,0,0,0,0,1,1,1,72,0,32000,0,10,7900,.0444076,1.8568404,9,8,0,0,6,75.3000031,.0259000,6.6999998,33.2999992,22900,43.5000000,5.0999999,2,-11.1999998,53.2000008,5.0999999,1.8000000,.7000000,.3000000,.7000000,7.5999999,2.4000001,2.0999999 
1,0,7000,0,0,1,39.7500000,132,0,0,1,0,2,1,180,0,0,0,0,1,0,0,1,0,1,60,0,15000,0,1,11000,.0418791,.4741440,3,2,0,0,12,94.1999969,.0119000,3.8000000,30.6000004,26231,71.9000015,10,1.9000000,-7.1999998,27.2000008,.9000000,1.2000000,1.2000000,.5000000,1.2000000,7.3000002,1.4000000,1.9000000 
1,0,17000,0,0,1,39.5000000,148,1,1,0,0,8,5,190,0,0,0,0,0,0,1,0,3,1,48,0,32568,0,5,8261.3330078,.0154979,.5272366,5,0,0,1,11,88.4000015,.0119000,3.8000000,30.6000004,26231,71.9000015,10,1.9000000,-7.1999998,27.2000008,.9000000,1.2000000,1.2000000,.5000000,1.2000000,7.3000002,1.4000000,1.9000000 
1,0,15000,0,0,1,39.5833321,7,1,1,0,0,1,0,48,0,0,0,0,1,0,0,0,0,0,60,0,18200,0,1,33200,.0830964,1.1485982,5,2,0,0,10,32.7999992,.0030000,17.2000008,36.7999992,30889,87.5999985,1.5000000,.2000000,39,32.5999985,1.2000000,.4000000,1.7000000,0,1.7000000,6.1999998,1.7000000,.4000000 
1,0,5000,0,0,1,30.3333340,7,1,1,0,0,3,0,52,0,0,0,0,0,0,1,0,0,0,19,0,18250,0,3,23250,.0836619,2.2527423,0,0,0,0,3,114,.0026000,16.7999992,35,23721,65.0999985,3.5000000,.4000000,38.7000008,44.5999985,4.1999998,1,2.5999999,0,2.5999999,6.1999998,2,1.3000000 
1,0,0,0,1,0,27.5000000,4,0,1,0,0,10,0,3,0,0,0,0,0,0,1,0,0,0,12,0,30000,0,10,30000,.0596647,1.1935540,7,5,0,0,9,56.5999985,.0001000,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0 
1,0,0,0,0,1,27.2500000,12,0,1,0,0,4,0,24,0,0,0,0,0,0,1,1,1,0,72,0,26000,0,2,26000,.0481969,1.0850582,1,1,0,0,2,21.7999992,.0165000,11.1000004,38.2999992,19945,58.2000008,6.3000002,.8000000,20.7000008,147,5.9000001,2.2000000,1.5000000,.4000000,1.5000000,7.4000001,3.4000001,1.9000000 
1,0,4000,0,0,1,33.1666679,36,2,1,0,0,12,0,32,0,0,0,0,1,0,0,0,0,1,60,0,13000,0,13,17000,.0570735,9.9016848,7,5,0,0,10,76.6999969,.0165000,11.1000004,38.2999992,19945,58.2000008,6.3000002,.8000000,20.7000008,147,5.9000001,2.2000000,1.5000000,.4000000,1.5000000,7.4000001,3.4000001,1.9000000 
1,0,10000,0,0,1,27.5833340,14,0,1,0,0,3,0,36,0,0,0,0,0,0,1,0,1,1,12,0,27000,0,2,37000,.1877492,.5454327,4,2,0,2,7,60,.0026000,19.2999992,39,22853,79.5999985,0,1.1000000,48.5000000,21.7000008,0,0,.5000000,0,.5000000,4.8000002,1.1000000,1.6000000 
1,1,6000,0,1,0,60.2500000,120,0,1,0,0,14,1,12,0,0,0,0,0,1,0,1,5,1,240,0,44000,0,9,25000,.0155544,.0206299,9,6,2,6,6,68.4000015,.0037000,18,40.2999992,31263,86,.7000000,0,39.7999992,11.5000000,1.2000000,0,1.2000000,0,1.2000000,5.4000001,1.8000000,1.8000000 
1,0,10000,1,0,0,45.4166679,36,0,0,1,0,11,4,48,0,0,0,0,0,1,0,1,2,1,96,0,55000,0,8,13000,.1134655,1.2499267,4,1,1,4,17,93.6999969,.0037000,18,40.2999992,31263,86,.7000000,0,39.7999992,11.5000000,1.2000000,0,1.2000000,0,1.2000000,5.4000001,1.8000000,1.8000000 
1,0,0,0,0,1,26.1666660,6,2,1,0,0,7,0,28,0,0,0,0,1,0,0,0,0,0,18,0,17500,0,7,17500,.0380811,2.8971930,5,0,0,0,1,14.6000004,.0010000,21.2000008,50.0999985,30243,85.3000031,0,0,28.7000008,12.5000000,0,1.6000000,1.6000000,0,1.6000000,8.1999998,0,3.3000000 
1,0,0,0,1,0,24.6666660,24,0,1,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,252,1,15000,0,1,15000,.0008000,1,1,0,0,0,0,0,.0010000,19.7000008,47.7000008,30834,87.6999969,.2000000,.3000000,39.5000000,14.1000004,0,0,0,0,0,4.6999998,0,3.0999999 
1,0,16000,0,0,1,34.8333321,60,0,1,0,0,8,3,48,0,0,0,0,0,0,1,0,0,1,12,0,22000,0,8,9500,.0884579,.9925311,1,1,0,0,8,94.5000000,.0010000,19.7000008,47.7000008,30834,87.6999969,.2000000,.3000000,39.5000000,14.1000004,0,0,0,0,0,4.6999998,0,3.0999999 
0,0,0,0,1,0,30.1666660,37,2,1,0,0,15,2,38,0,0,0,0,0,0,1,1,0,1,36,0,41600,1,14,13866.6669922,.0002885,1,6,2,0,0,7,32.2999992,.0026000,13.3999996,40.7999992,21233,81.9000015,.6000000,1,42.7000008,7.5999999,0,1.1000000,5.4000001,0,5.4000001,2.2000000,0,2.2000000 
1,0,0,0,1,0,24.8333340,24,1,1,0,0,5,1,66,0,0,1,0,0,0,0,0,0,0,24,0,21000,0,5,10500,.1375624,2.1571693,4,0,0,0,7,77.0999985,.0011000,18,53.9000015,26950,83.9000015,0,.8000000,-23.5000000,48.5000000,3.5000000,3.5000000,2.5999999,0,2.5999999,13,1.7000000,2.5999999 
1,0,7500,0,0,1,37.2500000,2,0,1,0,0,0,1,11,0,0,0,0,0,0,1,0,0,0,12,0,24000,1,0,15750,.0177425,.4554427,2,2,0,0,0,0,.0041000,19.7000008,51.0999985,27435,60.7000008,.3000000,.7000000,30.2000008,75.8000031,4.5999999,1.1000000,2,.3000000,2,6.8000002,3.0999999,1.7000000 
1,0,0,0,1,0,25.4166660,6,0,0,1,0,0,0,38,0,0,0,0,0,0,1,0,0,0,252,0,18000,0,0,18000,.0360778,.2229755,1,1,0,0,2,73.9000015,.0023000,14.6000004,38.2999992,18755,49.2000008,.1000000,2,26.2999992,38.4000015,7.0999999,.3000000,.9000000,0,.9000000,17.8999996,.3000000,.6000000 
1,0,5000,0,0,1,29.4166660,12,0,1,0,0,4,0,43,0,0,0,0,0,0,1,0,0,0,24,0,15000,0,4,20000,.0767940,.6461737,3,2,0,0,9,48.2000008,.0023000,14.6000004,38.2999992,18755,49.2000008,.1000000,2,26.2999992,38.4000015,7.0999999,.3000000,.9000000,0,.9000000,17.8999996,.3000000,.6000000 
1,0,0,0,0,1,21.3333340,209,9,1,0,0,4,0,30,0,0,0,0,0,0,1,0,0,0,48,0,17000,0,2,17000,.0304518,1.0301176,1,0,0,0,2,100,.0009000,20.7000008,33.5999985,30455,86.9000015,0,.7000000,22.8999996,20.2000008,0,0,0,0,0,4.0999999,0,1.4000000 
1,0,0,0,0,1,32.5833321,9,0,1,0,0,0,0,9,0,0,0,0,0,0,1,0,0,0,60,0,38000,0,0,38000,.1187111,2.1501539,6,5,0,0,5,70.0999985,.0022000,10.8000002,37.7000008,20897,80.4000015,.4000000,.3000000,-10.6999998,25.6000004,5.4000001,.6000000,.6000000,0,.6000000,14.8999996,2.4000001,1.8000000 
1,0,12500,0,1,0,45.4166679,24,1,1,0,0,9,1,24,0,0,0,0,0,0,1,0,1,0,48,0,15000,0,9,13750,.0642818,.8825879,10,7,0,1,3,57.2999992,.0170000,7.5999999,33.2999992,29512,62,.9000000,2.3000000,4.6999998,54.5999985,1.5000000,1.9000000,.7000000,.2000000,.7000000,6.3000002,1.3000000,1.9000000 
1,0,0,0,1,0,42.2500000,160,1,0,1,0,8,1,186,0,0,0,0,0,0,1,2,2,1,36,0,27400,0,5,13700,.0985095,1.0203294,3,1,0,4,0,0,.0170000,7.5999999,33.2999992,29512,62,.9000000,2.3000000,4.6999998,54.5999985,1.5000000,1.9000000,.7000000,.2000000,.7000000,6.3000002,1.3000000,1.9000000 
1,0,15433,0,0,1,26.0833340,6,0,0,1,0,5,2,7,0,0,0,0,0,0,1,0,0,0,36,0,27820,0,6,14417.6669922,.0278563,1.6954587,3,1,0,0,5,64.4000015,.0170000,7.5999999,33.2999992,29512,62,.9000000,2.3000000,4.6999998,54.5999985,1.5000000,1.9000000,.7000000,.2000000,.7000000,6.3000002,1.3000000,1.9000000 
1,0,2800,0,0,1,41.6666679,111,1,1,0,0,9,1,183,0,0,0,0,1,0,0,0,0,1,24,0,43000,0,11,22900,.0229397,1.3504251,2,2,0,0,0,0,.0080000,5.3000002,36.7999992,23828,72,.6000000,1.3000000,5.6999998,29.1000004,2.5000000,2.9000001,.4000000,.4000000,.4000000,8.6999998,1.8000000,2.5000000 
1,0,0,0,0,1,28,24,0,1,0,0,4,1,24,0,0,0,0,0,0,1,0,0,0,216,0,24000,0,7,12000,.0337825,1.3707018,1,1,0,0,6,26.5000000,.0103000,7.5000000,37,19794,37,1.2000000,3,-2,51.2000008,.9000000,1.4000000,.3000000,0,.3000000,4.6999998,.9000000,.9000000 
1,1,0,0,0,1,24.8333340,132,1,0,1,0,4,2,12,0,0,0,0,0,1,0,0,1,1,36,0,30000,0,5,10000,.0253590,3.9400651,2,0,0,0,0,0,.0121000,2.8000000,35.0999985,14310,29,.7000000,2.4000001,3.8000000,45.0999985,8,2.0999999,1,.5000000,1,8.1999998,3.9000001,1.5000000 
1,0,0,0,0,1,23.5000000,24,2,1,0,0,9,1,15,0,0,0,0,0,0,1,0,0,1,168,0,22000,0,9,11000,.2039818,.5701889,12,9,0,0,9,64.9000015,.0054000,2.4000001,37,15474,31.7999992,.9000000,1.8000000,-11.8999996,35.5000000,1.3000000,2,3,0,3,8.6000004,1.3000000,3.3000000 
1,0,0,0,0,1,39.0833321,36,0,1,0,0,17,2,9,0,0,0,0,0,0,1,0,0,1,168,0,42000,0,22,14000,.0335440,1.3798143,9,2,0,0,1,1.6000000,.0024000,19.2999992,37.7000008,42705,77.9000015,3.0999999,.4000000,23.5000000,36.5999985,0,2.2000000,1.4000000,0,1.4000000,7.1999998,0,1.4000000 
1,0,0,0,0,1,41.8333321,30,2,1,0,0,12,3,36,0,0,0,0,0,0,1,0,0,1,144,0,45000,0,15,11250,.1423633,.9994851,7,3,0,0,5,20.6000004,.0027000,17.7000008,35.4000015,35123,79.0999985,.2000000,.3000000,18.3999996,19.7999992,1.6000000,1.6000000,.5000000,0,.5000000,6.8000002,1.6000000,2.0999999 
1,0,0,0,0,1,24,3,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,24,0,37500,0,0,37500,.2222904,.6915361,2,1,0,0,4,35.4000015,.0148000,4.8000002,36.4000015,16801,42.5999985,8.3000002,3.8000000,-6.3000002,41.4000015,1.5000000,1.2000000,.4000000,0,.4000000,5.5999999,.9000000,1.3000000 
1,0,0,0,0,1,36.4166679,64,0,1,0,0,7,0,36,0,0,0,0,0,0,1,0,0,1,60,0,20200,0,9,20200,.0098594,.9525490,3,1,0,0,1,11.1000004,.0034000,4.4000001,36.4000015,24728,82.8000031,.1000000,.5000000,15.6000004,20.8999996,1.3000000,1.3000000,2.5000000,0,2.5000000,6.9000001,0,1.9000000 
0,0,0,1,0,0,18,24,13,1,0,0,6,1,12,0,0,0,0,0,0,1,1,0,0,168,0,18000,0,6,9000,.0006667,1,3,0,0,0,9,101.6999969,.0041000,1.9000000,35,17818,35.7999992,2.5000000,7.5999999,-4.9000001,34.5000000,2,2.5000000,3,0,3,15.6999998,2.5000000,2 
